Headache_During_Game,Headache_After_Game,Blurred_During_Game,Blurred_After_Game,Dry_or_redeye_during_Game,Dry_or_redeye_After_Game,Double_Vision_After_Game,Double_Vision_After_Game,Light_sense_During_Game,Light_Sense_After_Game,Other_Eye_Affects,Very Good Posture,Good Posture,Fair Posture,Poor Posture,Very Poor Posture,Ok,Awful,Neck discomfort,shoulders discomfort,lower back discomfort,Hands discomfort,Wrists discomfort/pain,Fingers discomfort/blisters,Thumbs discomfort/blisters,Repetitive Strain Injury,Other causes of injuries,Motion controllers,Arcade genre,Puzzle genre,RPG genre,Sim genre,RTS genre,Driving genre,FPS genre,Platform genre,Rhythm genre,Sport genre,Other Genres,Key/Mouse controller,FF Pad,Jpad,Motion controller,Rhythm controller,Other Controllers,Gender,Years,Age,hours_per_week,Year interval
Y,Y,,Y,,Y,,,,Y,,,,B,,,,,,,B,,,,,No,,No,,,Y,,,,Y,,,,Action,,Y,,,,,M,14,18,27,2015 - 2016
Y,Y,Y,Y,,,,,,Y,,P,,C,,,,,,,B Pain,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,10,22,20,2015 - 2016
Y,Y,Y,Y,,,,,,,,,,C,P,,,,,,B Pain,,,,,No,,No,,,Y,,Y,,Y,,,,Moba,Y,,,,,,M,11,19,6,2015 - 2016
,,,,,,,,,,,,C,P,,,,,,D,,,,,,No,,No,,,Y,,,,Y,,,Y,,,Y,,,,,M,11,18,20,2015 - 2016
,Y,,,,,,,,Y,,,,P,C,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,13,20,30,2015 - 2016
Y,Y,,,,,,,,,,,C,P,,,,,,,,,,,,No,,No,,,,,,,,,,,Moba,Y,,,,,,M,14,20,-,2015 - 2016
Y,Y,Y,Y,Y,Y,,,Y,Y,,,,,,B,,,B Ache,B Ache,B Ache,,,,,No,,No,,,Y,Y,,,Y,,,,,Y,Y,,,,,M,20,22,28,2015 - 2016
,,,,,,,,,,,,B,,,,,,,,,,,,,No,,No,,,Y,,,Y,Y,,,,,Y,Y,,,,,M,15,20,68,2015 - 2016
Y,Y,,,Y,Y,,,,,,,,,,P,,,,,B,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,12,20,34,2015 - 2016
Y,Y,,Y,,Y,,,,Y,,,,P,C,,,,D Ache,,D Ache,D Cramp,,D Cramp,,No,,No,,,Y,,,,,,,,,Y,,,,,,M,15,19,3,2015 - 2016
,Y,,Y,Y,,,,,Y,,,P,C,,,,,D Ache,,,,,,,No,,No,,,,,,Y,Y,,,Y,,,Y,,,,,M,11,18,15,2015 - 2016
,,,Y,,,,Y,,,,,C,,P,,,,,A Ache,,,,B Blisters,,No,,No,,,Y,,,,Y,Y,,,,Y,Y,,Y,Y,,M,27,30,33,2015 - 2016
,,,,,,,,,,,,C,P,,,,,,,,,,,,No,,No,,,,,,,Y,,,Y,,,Y,,,,,M,9,18,8,2015 - 2016
,,Y,,,Y,,,,,,,,B,,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,Moba,Y,Y,,,,,M,16,20,45,2015 - 2016
,,,,,,,,,,,,,,,B,,,,,,,,,,Yes,Yes,No,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,M,6,20,60,2015 - 2016
Y,Y,,,Y,Y,,,,Y,,,,,P,,,,,,,,,,,No,,No,,,,Y,,,Y,,,,,Y,,,,,,M,15,22,40,2015 - 2016
Y,Y,,,Y,Y,,,,,,,,,,,,,A Ache,,,,,,,No,,No,,,,,,,,,,,Action,,Y,,,,,M,14,19,7,2015 - 2016
,Y,,Y,,,,Y,Y,Y,,,,B,,,,,B Pain,A Pain,A Pain,B Ache,,B Numb,A Ache,No,,No,,,,,,,Y,,,Y,Moba,Y,Y,,,,,M,17,20,20,2015 - 2016
Y,Y,Y,,Y,Y,,Y,Y,Y,,,,,P,C,,,B Discomfort,D Discomfort,B Discomfort,B Discomfort,B Discomfort,,,No,,No,,,Y,,,,,Y,,,MMO,Y,,,,,,F,14,19,15,2015 - 2016
Y,,,,,,,,,Y,,,,,B,,,,A Ache,A Ache,,,,,,Yes,Yes,FPS,,,Y,,Y,,Y,,,,,Y,Y,,,,,M,17,20,18,2015 - 2016
Y,Y,,,Y,Y,,,,,,,P,C,,,,,A Sore,A Numb,,D Blisters,D Ache,D Blisters,D Blisters,No,,No,,,,Y,Y,,Y,,,,,Y,Y,Y,,,,M,12,19,56,2015 - 2016
,,,,,,,,,,,,P,,,,,,,,,,,,,No,,No,,,Y,,Y,,Y,,,,,Y,,,,,,M,8,18,28,2015 - 2016
Y,,,Y,Y,,,Y,,,,,,B,,,,,D Strain,,,,,,,No,,No,,,Y,,Y,,Y,,,,,,Y,,,,,M,7,18,16,2015 - 2016
,,,,Y,Y,,,,Y,,,,B,,,,,D Sore,,,,,,,No,,No,,,,Y,Y,,Y,,,,,,Y,,,,,M,15,19,20,2015 - 2016
,,,,,,,,,,,,C,P,,,,,,,,,,,,No,,No,,,,,,,Y,,,,,Y,Y,,,,,M,12,18,30,2015 - 2016
,,,Y,,,,Y,,,,,C,,P,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,15,18,44,2015 - 2016
Y,,,,,Y,,,,,,,,P,,,,,D,,,D,,D,,No,,No,,,,,,,,,,,Moba,Y,,,,,,M,11,18,15,2015 - 2016
Y,,,,,,,,,Y,,,C,P,,,,,B Tension,B Tension,B Tension,,B Ache,,,Yes,No,No,,,Y,,,,,,,,MMO,Y,,,,,,M,25,29,42,2015 - 2016
Y,,,,,,,,,,,C,,P,,,,,,,,D Sore,,,,No,,No,,,,,,,Y,,,,Moba,Y,,,,,,M,8,18,42,2015 - 2016
,,,,,Y,,,,,,,,B,,,,,D Ache,D Ache,,,,,,No,,No,,,Y,,Y,,Y,,,,Tanks,Y,Y,,,,,M,11,18,80,2015 - 2016
,Y,,,,Y,,Y,Y,,,C,,,P,,,,D Strain,,D Ache,,A Carpal,,,No,,No,,,Y,Y,Y,,,,,,,,Y,,,Y,,M,15,20,44,2015 - 2016
,Y,,,,,,,Y,Y,,C,P,,,,,,,,D Discomfort,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,12,19,27,2015 - 2016
,Y,,,,,,,,Y,,,C,,P,,,,B Discomfort,B Discomfort,,,,,,No,,Oculus Rift,,,Y,Y,,,Y,,,,,,,,,,Touch,F,10,18,8,2015 - 2016
,,,,,,,,Y,Y,,,P,,C,,,,B,,,,,,,No,,No,Y,,Y,,,,,,,,Moba,Y,Y,,,,,M,11,19,10,2015 - 2016
Y,,,,,,,,,,,,,C,,,,,D,,D,,,,,No,,No,,,,,,,,,,,Adventure,,Y,,,,,M,16,20,3,2015 - 2016
Y,Y,,,,,,,Y,Y,,,,B,,,,,,,B Strain,,B Strain,,,No,,No,,,Y,Y,,,Y,,,,,Y,Y,,,,,M,15,18,16,2015 - 2016
,,,Y,,,,,Y,Y,,,,C,P,,,,D Strain,D Strain,,,,B Strain,,No,,No,,,Y,Y,,,,,,,,Y,,,,,,M,12,18,10,2015 - 2016
Y,Y,,,,,,,Y,Y,,,,B,,,,,,,,,,,,No,,FPS,,,,,,,Y,,,,,Y,,,,,,M,14,18,15,2015 - 2016
,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,P,C,,,B Pain,,,,B Pain,,,No,,No,,,Y,Y,,,Y,,,,,Y,Y,,,,,M,16,18,22,2015 - 2016
,Y,,,,Y,Y,,,,,,C,P,,,,,D Stiff,A Pain,,,D RSI,,,Yes,Tablet,Oculus Rift,,,Y,Y,,,,,,,,,Y,,,,,F,14,18,20,2015 - 2016
Y,,,Y,Y,,,,,,,,,P,C,,,,D Discomfort,,D Discomfort,,,,,No,,No,,,Y,,,,Y,Y,,,,,Y,,,,,M,6,18,14,2015 - 2016
,Y,,Y,,Y,,,Y,,,,,C,P,,,,B Pain,A Pain,A Pain,,,,,No,,No,,,Y,,,,,,,Y,,,Y,,,,,M,15,20,14,2015 - 2016
Y,Y,Y,Y,,,,,,,,,,B,,,,,B Pain,,B Pain,,,,B Pain,No,,FPS,,,Y,,Y,,Y,Y,,,,,Y,,,,,F,14,18,18,2015 - 2016
Y,,,Y,,,,,,,,,P,C,,,,,,,,,,,,No,,No,,,Y,,,,,,,,,Y,Y,,,,,M,16,20,22,2015 - 2016
,,,,Y,,,,,,,,C,P,,,,,,,,,,,D Palsy,No,,No,,,,,,Y,Y,Y,,,,,,Y,,,,M,15,20,17,2015 - 2016
,,,,,Y,,,,Y,,C,,P,,,,,,,,,,B Ache,,No,,No,,,Y,,Y,,,,,,Adventure,Y,Y,,,,,F,15,19,100,2015 - 2016
Y,Y,,,,Y,,,,,,,Y,,,,,,D Pain,A Stiff,,,,,,No,,No,,,Y,,,,Y,Y,,,,,y,,,,,M,21,26,40,2016 - 2017
Y,Y,,,,,,,,,,,,C,P,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,,Y,Y,,,,,M,20,18,40,2016 - 2017
Y,Y,,,,Y,,,,Y,,,C,,P,,,,Muscles,Y,,,,,,No,,No,,,,,,,Y,,,,,Y,,,,,,F,12,20,25,2016 - 2017
,,,,,,,,,,,,P,,C,,,,D Sports inflamed,,A Sports inflamed,,,,,No,,low res VR,,,,Y,,Y,Y,,,,,Y,Y,,,,wheel,M,11,18,25,2016 - 2017
,,,,,,,,,,,C,P,,,,,,,,,,Laptop hot,,,No,,No,,,,,,,,Y,,,,Y,,,,,,M,12,18,3,2016 - 2017
,Y,,,,,,,,Y,,,C,P,,,,,,,,,mouse position,,,No,,No,,,,Y,Y,,Y,Y,,,,Y,Y,,,,,M,18,22,15,2016 - 2017
,,,,,Y,,,,Y,,,,,P,,,,D right,D right,,,,,,No,,No,,,,,,,,,,,lots,Y,,,,,,F,13,20,40,2016 - 2017
Y,,,Y,,,,Y,,,,,,B,,,,,A stiff,A stiff,A stiff,D sore ,D sore ,D sore ,D sore ,No,,VR,,Y,Y,Y,,,,Y,,,,Y,,Y,,,,F,15,19,80,2016 - 2017
Y,Y,Y,Y,,,,,,Y,,,,P,,C,,,,Aching,,,Sore,,Sore,No,,FPR/VR,,,,,,,,Y,,,,Y,Y,,,,,M,13,18,20,2016 - 2017
Y,Y,Y,Y,Y,Y,,,,Y,,,,C,C,,,,,,,,D,D A ,,Yes,"No, heavy lifting at work",No,,,,,,Y,Y,,,,,Y,,Y,,,,M,18,22,30,2016 - 2017
Y,,Y,,,,,Y,,Y,,C,,P,,,,,D numbness,,D ache,,D numb,D numb,,No,,FPS/Drv/Plat,,,Y,Y,,,Y,,,,,Y,,,,,,M,12,18,40,2016 - 2017
,Y,,,Y,Y,,,,,,,P,C,,,,,,,,,Tingling,,,No,,No,,,,,Y,,Y,,,,,Y,,,,,,M,20,30,20,2016 - 2017
Y,Y,Y,,,,,,,,,P,,,,,,,Stiffness,,D Stiffness,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,15,19,35,2016 - 2017
Y,,Y,Y,,,,,,,,,,P,C,,,,discomfort,discomfort,,,,,,No,,No,,,Y,,Y,,Y,,,,,,Y,,,,,M,20,25,45,2016 - 2017
,Y,Y,Y,,,,,,,,,,B,,,,,B,D,D,,,,,No,,No,,,,,,,Y,Y,,,,,Y,,,,,M,15,19,5,2016 - 2017
,,,,Y,,,,,,,,C,P,,,,,,,,,,,,No,,No,,,,,Y,,,,,,,Y,,,,,,M,9,19,10,2016 - 2017
,,Y,,Y,,,,,Y,,P,,C,,,,,,,,,,,,No,,No,,,Y,,Y,,,,,,MOBA,Y,Y,,,,,M,,20,26,2016 - 2017
,Y,,,,Y,,,,,,B,,,,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,Stealth,,Y,,,,,M,20,22,12,2016 - 2017
Y,Y,,,,Y,,,,,,,,,B,,,,,,,,,A Sore,,No,,No,,,Y,,,,Y,,,,Fight,Y,Y,,,,,M,16,18,50,2016 - 2017
,,,,,Y,,,,,,,P,,C,,,,D Discomfort,A Stiff,,,,,,No,,No,,,Y,,,,,,,,,Y,,,,,,M,14,18,75,2016 - 2017
,Y,,,Y,Y,,,Y,,,,P,C,,,,,,,D Ache,,A RSI,D pins'needles,,Yes,gamEs,No,,,Y,Y,,,Y,,,,,Y,,,,,,M,13,18,40,2016 - 2017
Y,,,,,,,,,Y,,,,C,P,,,,D Discomfort,,,,,,,No,,No,,,Y,,,,,Y,,,,Y,Y,,,,,M,15,19,8,2016 - 2017
,Y,,,,Y,,,,,,,,C,,,,,A Sore,,,,,,,No,,No,,Y,Y,,,Y,,,,,,,Y,,,,,F,12,19,7,2016 - 2017
,Y,,,,Y,,,,,,,P,,C,,,,A Sore,,,,,,,No,,No,Y,,Y,,,,Y,,,,,,,,Y,,,F,15,19,15,2016 - 2017
,,,,,Y,,,Y,,,,,,B,,,,A Pain,,A Pain,,,,A little pain,No,,No,,,Y,,,,Y,,,,,,Y,Y,,,,M,10,19,7,2016 - 2017
,Y,Y,,,,,Y,Y,,,,C,,P,,,,B Ache,,B Ache,,D Ache,,,No,,No,,,Y,,Y,,Y,,,,,Y,Y,,,,,M,17,30,6,2016 - 2017
Y,,,,,,,,,,,,P,,C,,,,,,,,D Ache,,,No,,No,,,Y,,,,,,,,,Y,Y,,,,,M,15,19,20,2016 - 2017
,Y,,,,Y,,,Y,,,,C,P,,,,,,,,A numb,,,,No,,No,,,Y,,,Y,,Y,,,,,3Ds,,,,Touch,M,14,18,20,2016 - 2017
Y,Y,Y,Y,Y,Y,,,,Y,,,B,,,,,,B Pain,,D Pain,D Cramp,D Discomfort,D Discomfort,D Discomfort,No,,No,,Y,Y,,,,,Y,,,,Y,,,,,,F,10,19,2,2016 - 2017
,,,,Y,Y,,,,,,,,,,,,,V,,,,,,B Pain,No,,No,,,,,Y,,Y,Y,,,,Y,,,,,,M,13,18,26,2016 - 2017
,,,,Y,,,,,,,,P,C,,,,,,,D Discomfort,,,,,No,,No,,,Y,,Y,,,,,,,Y,,,,,,M,14,19,10,2016 - 2017
,,,,,,,,,,,,B,,,,,,D,D,D,D,,,,No,,No,,,Y,,,,,,,,,,Y,,,,,M,16,20,35,2016 - 2017
Y,,,,,Y,,,,Y,,,P,C,,,,,,,,,,,,No,,Rhythm,Y,,,Y,,,,,,,Moba,Y,Y,,,,,M,14,19,35,2016 - 2017
,,,Y,,Y,,,,,,P,,C,,,,,B Strain,,,,,,,No,,No,,,Y,Y,Y,Y,,,,,,Y,Y,,,,,M,14,20,6,2016 - 2017
,Y,,,,Y,,,,,,,,,P,,,,B Pain,,B Pain,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,15,19,20,2016 - 2017
Y,Y,,,Y,Y,,,,,,,B,,,,,,,,,,,D Sore fingertips,D Sore fingertips,No,,No,,,Y,,,,Y,,,,,Y,Y,,,,,M,19,21,45,2016 - 2017
Y,,,,,Y,,,Y,Y,,,B,,,,,,,,,,,,B Pain,No,,VR,,,,,,,,,,Y,,,Y,,,,Phone,M,16,27,4,2016 - 2017
,,,,,,,,,,,,B,,,,,,D Twinge,,,,,,,No,,No,Y,,Y,,,,Y,,,,,Y,,,,,,M,15,20,22,2016 - 2017
,,,,,,,,,,,,B,,,,,,,,D,,,,,No,,No,,,Y,,,,,,,,Action,,Y,,,,,M,17,21,15,2016 - 2017
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,B,,,D Pain,D Pain,D Pain,,,,,Yes,Yes,No,,,Y,,,Y,Y,,,,,Y,Y,,,,,M,15,19,50,2016 - 2017
Y,Y,,Y,,,,,Y,Y,,,C,P,,,,,A stiff,,B,,B,,,No,,FPS/Drvng,,Y,,,Y,,Y,,,,,,Y,,,,,M,16,20,25,2016 - 2017
,,,Y,,,,,,,,,,P,C,,,,D Tortoriculis,,D Pain,,D Resting on desk,,,No,,No,,,Y,,,,,,,,,Y,,,,,,M,12,18,100,2016 - 2017
,,,Y,,,,Y,,,,P,,C,,,,,B Strain,,A Strain,,,,,No,,No,,,Y,Y,Y,,Y,,,,,Y,Y,,,,,M,16,20,6,2016 - 2017
Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,B,,,,,D Pain,B Recurring Pain,D Pain,,,D Pain,,Yes,Yes,No,,,y,,y,,y,,,,,,y,,,,,M,19,23,60,2016 - 2017
,Y,,,,,,,,,,,C,,,,,,,,,,,B,,No,,No,,,,,Y,,,,,,,,Y,,,,,M,14,19,5,2016 - 2017
,Y,,,,Y,,,,,,,,P,,,,,B Discomfort,,,,,,,No,,Flight Sim,,,,Y,,,,,,,,Y,,,,,Joy/Throttle,M,3,19,55,2016 - 2017
,Y,,,,,,,,,,,P,C,,,,,B Aching,,B Aching hip,,,,,No,,No,,,Y,,,,Y,,Y,,,Y,,,,,,M,14,18,45,2016 - 2017
Y,,,,,,,,,,,,,P,C,,,,,D Stinging,D Ache,,,,,No,,No,,,,,,,,,,,WoW,Y,,,,,,F,12,20,24,2016 - 2017
,,Y,,,,,,,,Motion,,,,B,,,,Stiffness,,Stiffness,,,,B Pain,No,,Sonic/Pltfm,,,,,,,Y,Y,,,,,Y,,Y,,,M,17,19,8,2016 - 2017
Y,Y,,,Y,,,,,,,,C,P,,,,,,,D Tight,,,D Discomfort,,No,,No,,,Y,,,,Y,,Y,,,,,Y,,,,M,20,24,26,2016 - 2017
,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Y,,,,,M,16,21,6,2016 - 2017
,,,,,,,,,,,,,B,,,,,,,,,,,,No,,No,,,Y,,,,,Y,,,,,Y,,,,,M,16,21,24,2016 - 2017
Y,,,,,,,,,,,,B,,,,,,,,,,,,,No,,No,,,,,Y,,Y,Y,,,,Y,Y,,,,,M,15,19,38,2016 - 2017
Y,Y,,,,Y,Y,Y,Y,Y,,,C,,,,,,,,,,,,,No,,Drvng,,,Y,,,,Y,,,,Fighting,,Y,,,,,M,18,20,48,2016 - 2017
Y,Y,,Y,Y,Y,,,Y,Y,,,,,B,,,,,,,D Pain,,,,No,,No,,,,,,,,,,,Fighting,,,Y,,,,M,17,23,7,2016 - 2017
,,,,Y,Y,,,,,,,,B,,,,,,,,,,,,No,,fps,,,Y,Y,Y,,Y,,,,,Y,,,,,,M,8,22,48,2016 - 2017
Y,Y,,,Y,,,,,Y,,,C,,P,,,,,,,,B Discomfort,,A Pain,No,,No,,Y,Y,,,,,Y,,,,Y,,,Y,,,M,15,19,23,2016 - 2017
Y,Y,Y,Y,Y,Y,,,Y,Y,,,B,,,,,,B,D,,B,,D,B,No,,No,,,Y,,,Y,,,,Y,,,Y,,,,,M,17,22,5,2016 - 2017
Y,Y,,,,Y,,,,,,,P,C,,,,,,,,,A Stiff,,,No,,No,,,Y,,Y,,,,,,,Y,,,,,,M,20,26,36,2016 - 2017
Y,,,,,Y,,,,,,,P,C,,,,,,,B Discomfort,,B Pain,B Discomfort / Blisters,,No,,No,Y,,,Y,,,Y,,,,,Y,Y,,,,,M,15,20,40,2016 - 2017
Y,Y,Y,,,,,,Y,,,,C,P,,,,,A Ache,D Ache,A Ache,,D Discomfort,D Cold and Numb,,No,,No,,Y,Y,,,,Y,,,,,Y,,,,,,M,8,20,4,2016 - 2017
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,B,,,,,B Discomfort,B Discomfort,B Pain,B Pain,B Discomfort,B Pain,,Yes,No ,R,,,Y,,,Y,Y,,,,,Y,Y,,,,,M,22,28,20,2016 - 2017
,,,,,,,,,,,,,B,,,,,B Aching,,,,,,,No,,No,,,Y,,,Y,Y,,,,,,Y,,,,,M,17,23,10,2016 - 2017
Y,,,,,,,,,Y,,,B,,,,,,D,A,,,D,,,No,,No,,,Y,Y,,,Y,,,,,Y,,,,,,M,15,19,32,2016 - 2017
,,,,,,,,,,,,B,,,,,,,,,,A Ache,,,No,,No,,,Y,Y,Y,,,,,,,Y,,,,,,M,16,20,24,2016 - 2017
,,,,,,,,,Y,,,,P,,,,,,,A Ache,,,,,No,,No,,,Y,,Y,,,,,,,Y,,,,,,M,13,20,35,2016 - 2017
,,,,,Y,,,,,,,,C,P,,,,,D Sore,,,,,,No,,VR,,,Y,Y,,,Y,,,,,Y,Y,,,,,M,14,19,10,2016 - 2017
,,,Y,,,,,,Y,,,P,,,,,,D Sore,,,,D Pain,,,No,,Drvng,,,,Y,,,Y,,,,,Y,,,,,,M,14,18,20,2016 - 2017
Y,,Y,Y,Y,Y,,,Y,Y,,,,P,C,,,,,,,,,,,No,,Open World,,,,,,,Y,,,,,,Y,,,,,F,6,17,21,2016 - 2017
,Y,,,,Y,,,,,,,,P,,,,,,,,,,,,No,,No,,,Y,Y,Y,,,,,,,Y,,,,,,M,12,19,80,2016 - 2017
Y,Y,,,,,,,,,,,P,,,C,,,D Ache,,D Ache,,,,,No,,Changing to a higher sensitivity,,,Y,,,,Y,,Y,,,Y,Y,,,,,M,13,19,26,2016 - 2017
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,C,,,P,,,,,,,,,,,No,,No,,,Y,,,,,,,,,Y,,,,,,M,10,20,20,2016 - 2017
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,C,,P,,,B Pain,,B Pain,,B Pain,,B Pain,Yes,Yes,No,,,,Y,,,Y,,,,Y,Y,,,,,,M,17,20,55,2016 - 2017
Y,Y,,,,,,,,,,,,B,,,,,B Pain,B Pain,,,,,,No,,No,,,Y,,,,Y,,,,,Y,Y,,,,,M,12,20,20,2016 - 2017
,,,,Y,,,,,Y,,,B,,,,,,,,,,A CTS,,D Sore,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,10,20,15,2016 - 2017
Y,Y,,,,,,,,Y,,,B,,,,,,,,,,,,D Sore,No,,No,Y,,Y,,,,Y,,,,,,Y,,,,,M,17,21,25,2016 - 2017
,,,,Y,,,,,Y,,,,C,P,,,,,D,D,,D,D,,No,,No,Y,,Y,,Y,,,,,,,Y,Y,,,,,M,22,26,56,2016 - 2017
